,name,alias,ra,dec,refs,discovery_date,z,hasPhot,hasSpec,json_path
127,PS1-10jh,['PS1-10jh'],242d22m04.35s,53d40m23.52s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...815L...5G', '2012Natur.485..217G', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G']",2010-05-16 00:00:00.000,0.1696,True,False,/home/nfranz/astro-otter/otterdb/.otter/PS1-10jh.json
128,2021nwa,"['ATLAS21sjl', 'ZTF21abcgnqn', '2021nwa', 'AT2021nwa']",238d27m49.0435596s,55d35m19.82688s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR1845....1D', '2021TNSCR2155....1Y', ' 2023TNSCR2004....1Y']",59345.38744,0.047,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021nwa.json
129,2021yzv,"['2021yzv', 'ZTF21abxngcz', 'AT2021yzv']",105d16m39.05724s,40d49m30.55908s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR3208....1F', '2022TNSCR.363....1C', ' 2023TNSCR2004....1Y']",59442.501,0.286,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021yzv.json
130,ASASSN-20il,"['AT 2020pom', 'ASASSN-20il']",75d47m49.5s,-22d48m52.1s,"['ASAS-SN Supernovae', '2014ApJ...788...48S', '2020TNSTR.189....1B', '2023PASP..135c4101G']",2020-07-08 04:19:12.000,0.015841,False,False,/home/nfranz/astro-otter/otterdb/.otter/ASASSN-20il.json
131,J141036,['J141036'],212d39m12.15s,26d54m25s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-04-24 00:00:00.000,0.1071,True,False,/home/nfranz/astro-otter/otterdb/.otter/J141036.json
132,2023cvb,"['2023cvb', 'ZTF23aadcbay', 'ATLAS23dht', 'AT2023cvb']",288d36m25.2108s,41d40m09.3036s,"['2023TNSAN.102....1Y', '2024MNRAS.527.2452M', '2023TNSTR.494....1T', '2023TNSCR.962....1Y']",60009.61634,0.071,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2023cvb.json
133,2020neh,"['ATLAS20qkz', 'PS20elo', 'Gaia20cxg', 'ZTF20abgwfek', '2020neh', 'AT2020neh']",230d20m01.2355548s,14d04m10.5269304s,"['2022NatAs...6.1452A', '2024MNRAS.527.2452M', '2023ApJ...955L...6Y', '2020TNSTR1886....1N', '2023arXiv230813595C', '2020TNSCR2126....1D']",59019.25472,0.062,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2020neh.json
134,2019cho,"['ZTF19aakiwze', '2019cho', 'AT2019cho']",193d47m18.1464s,49d31m09.9264s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR.444....1N']",58526.51965277778,0.193,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2019cho.json
135,3XMM J150052.0+015452,"['XJ1500+0154', '3XMM J150052.0+015452']",225d13m00s,1d54m52s,"['2017NatAs...1E..33L', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2023PASP..135c4101G']",2005-07-23 00:00:00.000,0.145,False,False,/home/nfranz/astro-otter/otterdb/.otter/XJ1500+0154.json
136,2021zlg,"['Gaia21egv', '2021zlg', 'PS1-10adi']",310d41m11.1s,15d30m32.1s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017NatAs...1..865K', '2023PASP..135c4101G', '2021TNSTR3297....1H']",2010-01-01 00:00:00.000,0.203,True,False,/home/nfranz/astro-otter/otterdb/.otter/PS1-10adi.json
137,PS1-13jw,['PS1-13jw'],131d13m23.4s,42d57m44.8s,"['2017arXiv171104577K', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2017NatAs...1..865K', '2023PASP..135c4101G']",2013-01-01 00:00:00.000,0.345,False,False,/home/nfranz/astro-otter/otterdb/.otter/PS1-13jw.json
138,LEDA 095953,['LEDA 095953'],206d52m34.95s,-32d54m50.63s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2009A&A...495L...9C', '2017ApJ...835...64G', '2023PASP..135c4101G']",1991-07-06 00:00:00.000,0.0366,True,False,/home/nfranz/astro-otter/otterdb/.otter/LEDA-095953.json
139,SRGE J071310.6+725627,['SRGE J071310.6+725627'],108d17m37.806s,72d56m26.7036s,"['2021MNRAS.508.3820S', '2023PASP..135c4101G']",2020-10-11 00:00:00.000,0.104,False,False,/home/nfranz/astro-otter/otterdb/.otter/SRGE-J071310.6+725627.json
140,2020abri,"['2020abri', 'ATLAS20biig', 'ZTF20acvezvs', 'AT2020abri']",202d19m19.12728s,19d40m15.5082s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2020TNSTR3666....1F', '2023TNSCR2004....1Y']",59184.529050902776,0.178,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2020abri.json
141,Gaia 16aax,['Gaia 16aax'],218d34m30s,12d49m37s,"['2017IAUS..324..127W', '2020MNRAS.493..477C', '2023PASP..135c4101G']",2016-01-26 00:00:00.000,0.248,False,False,/home/nfranz/astro-otter/otterdb/.otter/Gaia-16aax.json
142,XMMSL1 J131952.3+225958,['XMMSL1 J131952.3+225958'],199d58m00s,22d59m58s,"['2020ApJ...891..121L', '2023PASP..135c4101G']",2005-07-15 00:00:00.000,0.023,False,False,/home/nfranz/astro-otter/otterdb/.otter/XMMSL1-J131952.3+225958.json
143,PS1-11af,['PS1-11af'],149d21m42.3s,3d14m01s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...780...44C', '2013arXiv1309.3009C', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2023PASP..135c4101G']",2010-12-30 00:00:00.000,0.4046,True,False,/home/nfranz/astro-otter/otterdb/.otter/PS1-11af.json
144,iPTF-15af,"['iPTF15af', 'iPTF-15af']",132d07m02.052984s,22d03m33.4962216s,"['2019ApJ...873...92B', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023arXiv230813595C']",,0.07897,True,False,/home/nfranz/astro-otter/otterdb/.otter/iPTF-15af.json
145,3XMM J152130.7+074916,['3XMM J152130.7+074916'],230d22m41.25s,7d49m16.7s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...811...43L', '2011ApJ...737..103S', '2017ApJ...835...64G', '2021SSRv..217...18S', '2023PASP..135c4101G']",2000-08-23 00:00:00.000,0.17901,True,False,/home/nfranz/astro-otter/otterdb/.otter/3XMM-J152130.7+074916.json
146,D1-9,"['GALEX-D1-9', 'D1-9']",36d19m14.52s,-4d32m58.92s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2008ApJ...676..944G', '2017ApJ...835...64G', '2006ApJ...653L..25G', '2024MNRAS.527.2452M', '2023PASP..135c4101G']",2004-08-12 00:00:00.000,0.326,True,False,/home/nfranz/astro-otter/otterdb/.otter/D1-9.json
147,NGC 5905,['NGC 5905'],228d50m49.8s,55d31m01.59s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '1996A&A...309L..35B', '2017ApJ...835...64G', '2023PASP..135c4101G']",1990-07-11 00:00:00.000,0.01124,True,False,/home/nfranz/astro-otter/otterdb/.otter/NGC-5905.json
148,2018lna,"['2018lna', 'ZTF19aabbnzo', 'AT2018lna']",105d49m39.7344s,23d01m44.6988s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2019TNSTR.250....1F', '2023arXiv230813595C', '2020TNSCR2246....1D']",58480.28498842593,0.091,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2018lna.json
149,NGC 3599,['NGC 3599'],168d51m44.25s,18d06m37.33s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2007A&A...462L..49E', '2017ApJ...835...64G', '2017IAUS..324..123S', '2023PASP..135c4101G']",2002-05-27 00:00:00.000,0.002699,True,False,/home/nfranz/astro-otter/otterdb/.otter/NGC-3599.json
150,SDSSJ1342,"['SDSS J1342', 'SDSSJ1342', 'J134244']",205d41m06.3s,5d30m56.14s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2012ApJ...749..115W', '2017ApJ...835...64G', '2018arXiv180205105W', '2011ApJ...737..103S', '2018MNRAS.477.2943W', '2023PASP..135c4101G', '2013ApJ...774...46Y']",2009-05-17 00:00:00.000,0.0366,True,False,/home/nfranz/astro-otter/otterdb/.otter/SDSSJ1342.json
151,2022agi,"['2022agi', 'Gaia22ahd', 'F01004-2237', 'CSS:010250.0-222157', 'SSS:010250.0-222157']",15d42m30.105s,-22d21m57.22s,"['2017NatAs...1E..61T', '2016A&A...594A..13P', '2011ApJ...737..103S', 'MAST', '2017ApJ...835...64G', '2023PASP..135c4101G', '2022TNSTR.188....1H']",2010-06-25 00:00:00.000,0.117835,True,False,/home/nfranz/astro-otter/otterdb/.otter/F01004-2237.json
152,J091225,['J091225'],138d06m15.15s,6d10m14.8s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-02-09 00:00:00.000,0.1453,True,False,/home/nfranz/astro-otter/otterdb/.otter/J091225.json
153,2021jjm,"['PS21fhy', '2021jjm', 'ZTF21aauuybx', 'ATLAS21mwd', 'AT2021jjm']",219d52m39.99s,-27d51m30.65688s,"['2022ApJ...925...67L', '2024MNRAS.527.2452M', '2021TNSTR1158....1M', '2021TNSCR1632....1Y']",59312.41996530093,0.153,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021jjm.json
154,2023rvb,"['ZTF23abaujuy', '2023rvb', 'ATLAS23spi', 'AT2023rvb']",290d18m08.23752s,-22d38m39.60132s,"['2023TNSAN.326....1H', '2024MNRAS.527.2452M', '2023TNSTR2204....1M', '2023TNSCR3112....1H']",60191.168287002314,0.0815,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2023rvb.json
155,2021ack,"['ATLAS21blz', '2021ack', 'ZTF20acyydkh', 'AT2021ack']",208d17m29.8266s,9d44m25.34712s,"['2021TNSCR.732....1H', '2024MNRAS.527.2452M', '2021TNSTR.114....1T']",59226.62,0.133,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021ack.json
156,2020riz,"['2020riz', 'PS20jop', 'ZTF20abrnwfc', 'AT2020riz']",32d37m41.3256s,9d04m26.7744s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR2500....1P']",59061.46774305555,0.434,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2020riz.json
157,2020ysg,"['PS21cru', '2020ysg', 'ZTF20abnorit', 'ATLAS20bjqp', 'AT2020ysg']",171d21m30.384s,27d26m26.1564s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR3332....1N']",59150.51602,0.277,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2020ysg.json
158,ASASSN-15lh,['ASASSN-15lh'],330d33m52.35s,-61d39m33.6s,"['2017ApJ...838..149A', '2016Sci...351..257D', '2016arXiv160902927L', '2016A&A...594A..13P', '2015arXiv150703010D', '2015ATel.7642....1N', '2014Ap&SS.354...89B', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2024MNRAS.527.2452M', '2018A&A...610A..14K', '2023PASP..135c4101G']",2015-06-14 06:00:00.000,0.2326,True,False,/home/nfranz/astro-otter/otterdb/.otter/ASASSN-15lh.json
159,2019mha,"['2019mha', 'ATLAS19qqu', 'ZTF19abhejal', 'AT2019mha']",244d06m56.7960408s,56d25m56.353224s,"['2021ApJ...908....4V', '2024MNRAS.527.2452M', '2019TNSTR1392....1T']",58694.32399305556,0.148,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2019mha.json
160,2019teq,"['ZTF19accmaxo', '2019teq', 'AT2019teq']",284d46m22.3788s,47d31m05.6136s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2019TNSTR2172....1N', '2023arXiv230813595C', '2020TNSCR2829....1H']",58776.11638888889,0.0874,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2019teq.json
161,2022lri,"['2022lri', 'ATLAS22pnz', 'ZTF22abajudi', 'PS22hiq', 'AT2022lri']",35d02m00.1788s,-22d43m15.2472s,"['2022TNSAN.223....1Y', '2024MNRAS.527.2452M', '2022TNSTR1521....1T', '2022TNSCR3103....1Y']",59731.15674,0.0328,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2022lri.json
162,2MASX J01190869-3411305,['2MASX J01190869-3411305'],19d47m00s,-34d11m30s,"['2019Natur.573..381M', '2023PASP..135c4101G']",2010-07-14 00:00:00.000,0.018,False,False,/home/nfranz/astro-otter/otterdb/.otter/2MASX-J01190869-3411305.json
163,SDSSJ1201,"['SDSS J1201+30', 'SDSSJ1201']",180d24m00.45s,30d03m05.52s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2012A&A...541A.106S', '2017ApJ...835...64G', '2017IAUS..324..123S', '2023PASP..135c4101G']",2010-06-10 00:00:00.000,0.146,True,False,/home/nfranz/astro-otter/otterdb/.otter/SDSSJ1201.json
164,2018fyk,"['2018fyk', 'ASASSN-18ul', 'Gaia18cyc', 'AT 2018fyk', 'AT2018fyk']",342d34m01.3730556s,-44d51m53.50214628s,"['2019MNRAS.488.4816W', '2024MNRAS.527.2452M', '2020MNRAS.497L...1W', '2018ATel12040....1W', '2020ApJ...893L...1W', '2021ApJ...912..151W', '2023PASP..135c4101G', '2018TNSTR1325....1S', '2023arXiv230813595C', '2018TNSCR1397....1W']",2018-09-08 00:00:00.000,0.059,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2018fyk.json
165,ASASSN-14li,['ASASSN-14li'],192d03m48.3795s,17d46m26.475s,"['2016ApJ...819L..25A', '2016Sci...351...62V', '2016ApJ...832L..10R', '2018MNRAS.475.4011B', '2017ApJ...838..149A', '2016MNRAS.455.2918H', '2016arXiv160103331C', '2016A&A...594A..13P', '2015Natur.526..542M', '2015arXiv150701598H', '2014ATel.6777....1J', '2011ApJ...737..103S', 'ASAS-SN Supernovae', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G']",2014-11-22 15:07:12.000,0.0206,True,False,/home/nfranz/astro-otter/otterdb/.otter/ASASSN-14li.json
166,SRGE J091747.6+524821,['SRGE J091747.6+524821'],139d26m50.9712s,52d48m20.286s,"['2021MNRAS.508.3820S', '2023PASP..135c4101G']",2020-10-28 00:00:00.000,0.1876,False,False,/home/nfranz/astro-otter/otterdb/.otter/SRGE-J091747.6+524821.json
167,XMMSL2 J144605.0+685735,['XMMSL2 J144605.0+685735'],221d31m15s,68d57m31s,"['2019A&A...630A..98S', '2023PASP..135c4101G']",2006-08-22 00:00:00.000,0.029,False,False,/home/nfranz/astro-otter/otterdb/.otter/XMMSL2-J144605.0+685735.json
168,XMMSL1 J063045.9-603110,['XMMSL1 J063045.9-603110'],97d41m30s,-60d31m10s,"['2011ATel.3811....1R', '2016A&A...592A..41M', '2017AJ....153..144O', '2023PASP..135c4101G']",2011-12-01 00:00:00.000,0.014,False,False,/home/nfranz/astro-otter/otterdb/.otter/XMMSL1-J063045.9-603110.json
169,PGC 1185375,['PGC 1185375'],225d57m36s,1d07m37.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150506612H', '2011ApJ...737..103S', '2017ApJ...835...64G', '2016A&A...586A...9H', '2023PASP..135c4101G']",2010-02-03 00:00:00.000,0.00523,True,False,/home/nfranz/astro-otter/otterdb/.otter/PGC-1185375.json
170,J123715,['J123715'],189d18m46.5s,60d12m07s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2010-01-23 00:00:00.000,0.2164,True,False,/home/nfranz/astro-otter/otterdb/.otter/J123715.json
171,D3-13,"['GALEX-D3-13', 'D3-13']",214d52m26.4s,52d52m06.24s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2008ApJ...676..944G', '2006ApJ...653L..25G', '2017ApJ...835...64G', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G']",2004-01-15 00:00:00.000,0.3698,True,False,/home/nfranz/astro-otter/otterdb/.otter/D3-13.json
172,SRGE J153503.4+455056,['SRGE J153503.4+455056'],233d45m47.4192s,45d50m54.9528s,"['2021MNRAS.508.3820S', '2023PASP..135c4101G']",2020-07-13 00:00:00.000,0.2314,False,False,/home/nfranz/astro-otter/otterdb/.otter/SRGE-J153503.4+455056.json
173,TDE1,"['SDSS-TDE1', 'TDE1']",355d30m21.09s,1d06m29.3s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...741...73V', '2011ApJ...737..103S', '2017ApJ...835...64G', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G']",2006-08-27 00:00:00.000,0.136,True,False,/home/nfranz/astro-otter/otterdb/.otter/TDE1.json
174,PS1-12yp,"['SDSSJ133155', 'CSS120301:133156+235405', 'PS1-12yp']",202d58m58.65s,23d54m05.7s,"['2017ApJ...838..149A', '2016MNRAS.463..296L', '2011ApJ...737..103S', '2017ApJ...835...64G', '2023PASP..135c4101G']",2012-03-01 00:00:00.000,0.581,True,False,/home/nfranz/astro-otter/otterdb/.otter/PS1-12yp.json
175,2021lo,"['2021lo', 'ZTF21aabiipy', 'ATLAS21dma', 'AT2021lo']",46d06m35.0784s,4d44m44.43684s,"['2022TNSCR.620....1Y', '2024MNRAS.527.2452M', '2021TNSTR..54....1M']",59218.17627310185,0.152,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021lo.json
176,2021uvz,"['2021uvz', 'ATLAS21bdzu', 'ZTF21abmwftm', 'AT2021uvz']",263d12m37.82664s,33d01m58.1862s,"['2022TNSCR.925....1Y', '2024MNRAS.527.2452M', '2021TNSTR2682....1F']",59407.261,0.176,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021uvz.json
177,AT2019ahk,"['ASASSN-19bt', 'AT2019ahk']",105d02m50.8596s,-66d02m24.7704s,"['2019ApJ...883..111H', '2024MNRAS.527.2452M', ' 2019TNSCR.288....1P', '2019TNSTR.167....1S', '2024arXiv240412431C']",2458513.41,0.0262,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2019ahk.json
178,Gaia 16aka,['Gaia 16aka'],222d02m00s,37d13m59s,"['2016TNSTR.480....1D', '2017IAUS..324..127W', '2023PASP..135c4101G']",2016-03-31 00:00:00.000,0.31,False,False,/home/nfranz/astro-otter/otterdb/.otter/Gaia-16aka.json
179,PTF09ge,"['PTF 09ge', 'PTF-09ge', 'PTF09ge', 'K0905-001']",224d15m46.5s,49d36m40.8s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...793...38A', '2011ApJ...737..103S', '2009PASP..121.1395L', 'MAST', '2017ApJ...835...64G', '2012PASP..124..668Y', '2000A&AS..143....9W', '2024MNRAS.527.2452M', '2017MNRAS.471.1694W', '2023PASP..135c4101G']",2009-05-07 00:00:00.000,0.064,True,False,/home/nfranz/astro-otter/otterdb/.otter/PTF09ge.json
180,2022hvp,"['ATLAS22mlo', 'Gaia22clk', 'ZTF22aagyuao', '2022hvp', 'AT2022hvp']",148d41m18.6792s,55d26m25.4004s,"['2022TNSAN.106....1F', '2024MNRAS.527.2452M', '2022TNSTR1012....1M', '2022TNSCR1214....1F']",59688.28005790509,0.112,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2022hvp.json
181,PGC 1190358,['PGC 1190358'],226d22m08.4s,1d17m31.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015arXiv150506612H', '2011ApJ...737..103S', '2017ApJ...835...64G', '2016A&A...586A...9H', '2023PASP..135c4101G']",2009-12-29 00:00:00.000,0.00766,True,False,/home/nfranz/astro-otter/otterdb/.otter/PGC-1190358.json
182,2020opy,"['2020opy', 'PS20fxm', 'ZTF20abjwvae', 'AT2020opy']",239d06m25.92s,23d22m21.15s,"['2023MNRAS.518..847G', '2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR2111....1M']",59038.23,0.159,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2020opy.json
183,2021gje,"['ZTF21aapvvtb', 'ATLAS21kpm', '2021gje', 'AT2021gje']",252d31m49.86768s,34d49m07.70988s,"['2021TNSCR1723....1H', '2024MNRAS.527.2452M', '2021TNSTR.815....1M', '2021TNSCR1722....1H', ' 2021TNSCR1723....1H']",59291.489282395836,0.358,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021gje.json
184,ARP 299-B AT1,['ARP 299-B AT1'],172d07m44.8125s,58d33m40.783s,['2018Sci...361..482M'],53401.0,0.010411,True,False,/home/nfranz/astro-otter/otterdb/.otter/ARP-299-B-AT1.json
185,Dougie,['Dougie'],182d11m58.05s,43d01m20.01s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2015ApJ...798...12V', '2014arXiv1410.6014V', '2011ApJ...737..103S', '2017ApJ...835...64G', '2023PASP..135c4101G']",2009-01-17 00:00:00.000,0.191,True,False,/home/nfranz/astro-otter/otterdb/.otter/Dougie.json
186,SDSSJ1311,['SDSSJ1311'],170d33m00s,-1d23m45.2s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2011ApJ...737..103S', '2010ApJ...722.1035M', '2017ApJ...835...64G']",2004-02-28 00:00:00.000,0.18,True,False,/home/nfranz/astro-otter/otterdb/.otter/SDSSJ1311.json
187,2022rz,"['ZTF22aaaedas', 'ATLAS22bqy', '2022rz', 'AT2022rz']",234d29m24.05472s,56d16m17.82876s,"['2022TNSCR.891....1H', '2024MNRAS.527.2452M', '2022TNSTR.118....1T']",59592.602,0.107,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2022rz.json
188,J030257,['J030257'],45d44m17.1s,-8d29m42.9s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-11-08 00:00:00.000,0.1056,True,False,/home/nfranz/astro-otter/otterdb/.otter/J030257.json
189,RBS 1032,['RBS 1032'],176d51m42s,49d42m59s,"['2017ApJ...838..149A', '2016A&A...594A..13P', '2014ApJ...792L..29M', '2017ApJ...835...64G', '2023PASP..135c4101G']",1990-11-05 00:00:00.000,0.026,True,False,/home/nfranz/astro-otter/otterdb/.otter/RBS-1032.json
190,2020mbq,"['ATLAS20pfz', 'PS20grv', '2020mbq', 'ZTF20abefeab', 'AT2020mbq']",235d03m48.9204s,25d00m04.8276s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2020TNSTR1723....1F']",59009.25196760417,0.093,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2020mbq.json
191,2020ocn,"['2020ocn', 'ZTF18aakelin', 'AT2020ocn', 'AT 2020ocn']",208d28m27.0160428s,53d59m49.7309352s,"['2023ApJ...942....9H', '2024MNRAS.527.2452M', '2023ApJ...957...86H', '2020ATel13859....1G', '2020ATel13864....1P', '2020TNSTR.419....1F', '2021ARA&A..59..117R', '2021ApJ...908L..20H', '2023PASP..135c4101G', '2020TNSTR2059....1F']",2020-04-29 00:00:00.000,0.0705,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2020ocn.json
192,2021ehb,"['2021ehb', 'ZTF21aanxhjv', 'ATLAS21jdy', 'AT2021ehb']",46d56m57.39972s,40d18m40.44816s,"['2022ApJ...937....8Y', '2024MNRAS.527.2452M', '2022ApJ...925...67L', '2021TNSTR.651....1M', '2021TNSCR2295....1Y', ' 2022TNSCR2102....1Y']",59274.143090300924,0.017,True,False,/home/nfranz/astro-otter/otterdb/.otter/AT2021ehb.json
193,J133737,['J133737'],204d24m16.95s,20d23m51.7s,"['2018arXiv180205105W', '2016A&A...594A..13P', '2011ApJ...737..103S', '2017ApJ...835...64G', '2018MNRAS.477.2943W', '2023PASP..135c4101G']",2009-04-12 00:00:00.000,0.0725,True,False,/home/nfranz/astro-otter/otterdb/.otter/J133737.json
